Contestant,Est_Fan_Share,Fan_Share_Std,Valid_Simulations,Season,Week,Rule_Used
Ricki Lake,0.13749959799081427,0.10492063373888225,1934,13,5,percent
J.R. Martinez,0.13117842820976575,0.1036894048185553,1934,13,5,percent
Hope Solo,0.13455530536617716,0.10409517525137085,1934,13,5,percent
Carson Kressley,0.05465445102305105,0.008202738222385281,1934,13,5,percent
Chaz Bono,0.14573999359503098,0.10614915032331344,1934,13,5,percent
Nancy Grace,0.13498834286604666,0.10353520152713863,1934,13,5,percent
Rob Kardashian,0.13155076798475837,0.10409236119656025,1934,13,5,percent
David Arquette,0.15405709275720206,0.10989424169537981,1747,13,6,percent
Ricki Lake,0.14652956163077382,0.10938268611960643,1747,13,6,percent
J.R. Martinez,0.1497637561018941,0.10954041178269754,1747,13,6,percent
Hope Solo,0.17268905950802188,0.11119376709900029,1747,13,6,percent
Chaz Bono,0.06355063356676585,0.008910807689340565,1747,13,6,percent
Nancy Grace,0.15048176514586453,0.11086023442001708,1747,13,6,percent
Rob Kardashian,0.16292813128947792,0.11582056017655645,1747,13,6,percent
David Arquette,0.07204428344272609,0.0062062207883707594,1138,13,7,percent
Ricki Lake,0.17626101407171124,0.11876998710161599,1138,13,7,percent
J.R. Martinez,0.19700393338354807,0.12046322071490051,1138,13,7,percent
Hope Solo,0.1896273447867737,0.11733137058083133,1138,13,7,percent
Nancy Grace,0.19226952643975095,0.11797091821632286,1138,13,7,percent
Rob Kardashian,0.17279389787549634,0.11945116656873779,1138,13,7,percent
Ricki Lake,0.22492226442183474,0.12935138431973353,1993,13,8,percent
J.R. Martinez,0.2270281752557391,0.1306748140102368,1993,13,8,percent
Hope Solo,0.22804267490963695,0.13174239416969305,1993,13,8,percent
Nancy Grace,0.09841379133537048,0.010948175994155722,1993,13,8,percent
Rob Kardashian,0.2215930940774538,0.12853482080307765,1993,13,8,percent
Ricki Lake,0.27435071090048013,0.1435736521425226,2110,13,9,percent
J.R. Martinez,0.3202654028436087,0.13430645330807106,2110,13,9,percent
Hope Solo,0.1358104265402863,0.019556264321838955,2110,13,9,percent
Rob Kardashian,0.26957345971564634,0.14146862749654265,2110,13,9,percent
William Levy,0.08783342772582277,0.08333923767653932,2074,14,2,percent
Jack Wagner,0.08862450409470814,0.08307965319612673,2074,14,2,percent
Sherri Sheperd,0.08603188405351862,0.0826894860340331,2074,14,2,percent
Jaleel White,0.08404717549123422,0.08001970121368507,2074,14,2,percent
Roshon Fegan,0.08562204714717342,0.08205460425518779,2074,14,2,percent
Melissa Gilbert,0.09248011998415635,0.08719212821522397,2074,14,2,percent
Martina Navratilova,0.033091799464948744,0.005470414372790001,2074,14,2,percent
Donald Driver,0.08859960604582852,0.08487195641839482,2074,14,2,percent
Gavin DeGraw,0.08837269861342203,0.0829350792443096,2074,14,2,percent
Gladys Knight,0.09378661174851283,0.08490355115361714,2074,14,2,percent
Katherine Jenkins,0.08475322182826345,0.08286739166506232,2074,14,2,percent
Maria Menounos,0.08675690380240203,0.08199106485332253,2074,14,2,percent
William Levy,0.09709246511745266,0.08869660176352764,803,14,3,percent
Jack Wagner,0.031743709116758514,0.002208327644021393,803,14,3,percent
Sherri Sheperd,0.09607008980505821,0.08541353602645856,803,14,3,percent
Jaleel White,0.0974544410807433,0.08764788521272258,803,14,3,percent
Roshon Fegan,0.09921976566087924,0.09050192713561096,803,14,3,percent
Melissa Gilbert,0.10045765740349673,0.08808124646331998,803,14,3,percent
Donald Driver,0.09238090136150544,0.08581217902036765,803,14,3,percent
Gavin DeGraw,0.09805081180310017,0.0863939265564989,803,14,3,percent
Gladys Knight,0.09998129572667094,0.08683850741447238,803,14,3,percent
Katherine Jenkins,0.09282706366279778,0.08496481885419932,803,14,3,percent
Maria Menounos,0.09472179926153765,0.08732634116054445,803,14,3,percent
William Levy,0.11231566877381191,0.095574130994297,1025,14,4,percent
Sherri Sheperd,0.03738947396248115,0.0036710378519114978,1025,14,4,percent
Jaleel White,0.11322651104847228,0.09474727660863883,1025,14,4,percent
Roshon Fegan,0.09452324855181848,0.08490135318356505,1025,14,4,percent
Melissa Gilbert,0.11294999355629574,0.09423380590117464,1025,14,4,percent
Donald Driver,0.10300897822689051,0.09039003975173328,1025,14,4,percent
Gavin DeGraw,0.10281877331711897,0.08905594008438643,1025,14,4,percent
Gladys Knight,0.11851219842641325,0.09507378404617162,1025,14,4,percent
Katherine Jenkins,0.10346195406134992,0.09145853457373244,1025,14,4,percent
Maria Menounos,0.10179320007534104,0.09006791078476256,1025,14,4,percent
William Levy,0.11629155402147988,0.09794436837265412,1977,14,5,percent
Jaleel White,0.11494587815992915,0.0964460080322417,1977,14,5,percent
Roshon Fegan,0.11805442771419808,0.09687367936951087,1977,14,5,percent
Melissa Gilbert,0.13263712380977297,0.10205265649027581,1977,14,5,percent
Donald Driver,0.11559601144683125,0.0979823233452562,1977,14,5,percent
Gavin DeGraw,0.04790552143591536,0.008246239620439516,1977,14,5,percent
Gladys Knight,0.1196311942791693,0.09353483703607378,1977,14,5,percent
Katherine Jenkins,0.12236071818478249,0.10227251431064038,1977,14,5,percent
Maria Menounos,0.11257757094793383,0.09458116409337185,1977,14,5,percent
William Levy,0.13413254124027243,0.1041279523110421,2204,14,6,percent
Jaleel White,0.12981871848500676,0.10420856780200541,2204,14,6,percent
Roshon Fegan,0.1397270363365931,0.10436074422121315,2204,14,6,percent
Melissa Gilbert,0.13881780667173818,0.10528546708635088,2204,14,6,percent
Donald Driver,0.13456122066914517,0.10596208735464184,2204,14,6,percent
Gladys Knight,0.05637879759891811,0.00984693569956436,2204,14,6,percent
Katherine Jenkins,0.13112979785091902,0.10297636587982259,2204,14,6,percent
Maria Menounos,0.1354340811474061,0.1034902033607241,2204,14,6,percent
William Levy,0.1531586454257138,0.10684242607850615,723,14,7,percent
Jaleel White,0.05651891732615895,0.0033224881403990762,723,14,7,percent
Roshon Fegan,0.15881307733438937,0.11388083413582879,723,14,7,percent
Melissa Gilbert,0.1749139832881811,0.1108271380849397,723,14,7,percent
Donald Driver,0.16177365253185624,0.11355239670734053,723,14,7,percent
Katherine Jenkins,0.15981771696596223,0.11090363985967314,723,14,7,percent
Maria Menounos,0.13500400712773358,0.1029267898464847,723,14,7,percent
William Levy,0.1777908338783658,0.12129428240545878,1841,14,8,percent
Roshon Fegan,0.13605811689151845,0.1074116114641827,1841,14,8,percent
Melissa Gilbert,0.12237877225849897,0.09743727422116213,1841,14,8,percent
Donald Driver,0.18811131187945182,0.11801412172706731,1841,14,8,percent
Katherine Jenkins,0.19166232489737042,0.12013961665513925,1841,14,8,percent
Maria Menounos,0.18399864019480883,0.11525225166124763,1841,14,8,percent
William Levy,0.2937489745693232,0.1351448261118018,1219,14,9,percent
Donald Driver,0.2938146021328998,0.1374112051274233,1219,14,9,percent
Katherine Jenkins,0.292436423297789,0.13534952723375035,1219,14,9,percent
Maria Menounos,0.12000000000000205,2.0261570199409107e-15,1219,14,9,percent
Gilles Marini,0.07925510944184289,0.07758322850976801,1891,15,1,percent
Sabrina Bryan,0.07918990212512865,0.07880307281209085,1891,15,1,percent
Kirstie Alley,0.0880833667697211,0.08534451688560638,1891,15,1,percent
Kelly Monaco,0.0850646720993381,0.08314754021945975,1891,15,1,percent
Apolo Anton Ohno,0.08198510314625813,0.08128462725453463,1891,15,1,percent
Emmitt Smith,0.07787970800129598,0.07751970724984425,1891,15,1,percent
Shawn Johnson,0.07851383714705573,0.07823438158217273,1891,15,1,percent
Pamela Anderson,0.02936336568224358,0.004391655092215976,1891,15,1,percent
Helio Castroneves,0.08212743616122019,0.07997555897837416,1891,15,1,percent
Joey Fatone,0.07915655622127411,0.07728032313533213,1891,15,1,percent
Drew Lachey,0.07459520822744145,0.07076053555223305,1891,15,1,percent
Bristol Palin,0.08640119528833809,0.08510800607131065,1891,15,1,percent
Melissa Rycroft,0.07838453968885105,0.07735538942230047,1891,15,1,percent
Gilles Marini,0.08158987801741362,0.08038271996641748,359,15,2,percent
Sabrina Bryan,0.08129073489504522,0.08437513554026704,359,15,2,percent
Kirstie Alley,0.10178624841203679,0.08915100943136331,359,15,2,percent
Kelly Monaco,0.08703698348712481,0.07916975744497855,359,15,2,percent
Apolo Anton Ohno,0.08342165201028366,0.08150068104449237,359,15,2,percent
Emmitt Smith,0.08470601157539463,0.08219567459570319,359,15,2,percent
Shawn Johnson,0.08244673298179862,0.08454788768862165,359,15,2,percent
Helio Castroneves,0.0885095137259837,0.07960291826944858,359,15,2,percent
Joey Fatone,0.02823797091200682,0.0018345675377566472,359,15,2,percent
Drew Lachey,0.08218777568048019,0.07806987358428158,359,15,2,percent
Bristol Palin,0.11378234744065081,0.08315106551549575,359,15,2,percent
Melissa Rycroft,0.0850041508617819,0.08443249479439625,359,15,2,percent
Gilles Marini,0.09265511468162098,0.0865101056163431,1193,15,3,percent
Sabrina Bryan,0.09300221555174322,0.08403034502068472,1193,15,3,percent
Kirstie Alley,0.10123321442511755,0.08976120199509477,1193,15,3,percent
Kelly Monaco,0.09514402938790043,0.08846550632888413,1193,15,3,percent
Apolo Anton Ohno,0.09396392247734794,0.08433704781542904,1193,15,3,percent
Emmitt Smith,0.09632725043330814,0.08593868603422518,1193,15,3,percent
Shawn Johnson,0.09433579624017394,0.08766284394644078,1193,15,3,percent
Helio Castroneves,0.07671434901118628,0.081209050516046,1193,15,3,percent
Drew Lachey,0.054620313213275366,0.05924757121902247,1193,15,3,percent
Bristol Palin,0.11136545771378954,0.09006757375256182,1193,15,3,percent
Melissa Rycroft,0.09063833686453869,0.0835836912954236,1193,15,3,percent
Gilles Marini,0.11855938792863131,0.09995055065639719,1296,15,4,percent
Sabrina Bryan,0.12043357941567168,0.09736488241810375,1296,15,4,percent
Kirstie Alley,0.1304173615332271,0.0956512746312282,1296,15,4,percent
Kelly Monaco,0.12074659407151159,0.10055489867458539,1296,15,4,percent
Apolo Anton Ohno,0.11966284035473307,0.09843867244652854,1296,15,4,percent
Emmitt Smith,0.11648734347102552,0.097121260268949,1296,15,4,percent
Shawn Johnson,0.11401861896028936,0.09482066745568073,1296,15,4,percent
Bristol Palin,0.044302613737316913,0.004902097053448809,1296,15,4,percent
Melissa Rycroft,0.1153716605275968,0.09601075971765317,1296,15,4,percent
Gilles Marini,0.1410783492531885,0.09929398505865043,171,15,6,percent
Sabrina Bryan,0.045992115637319315,6.938893903907228e-18,171,15,6,percent
Kirstie Alley,0.1532711908256552,0.11029038505224065,171,15,6,percent
Kelly Monaco,0.16001311498925444,0.11698755960440768,171,15,6,percent
Apolo Anton Ohno,0.101769242788677,0.09154408667751185,171,15,6,percent
Emmitt Smith,0.15646284641374197,0.09766126653036268,171,15,6,percent
Shawn Johnson,0.1460630697784029,0.10152182297924225,171,15,6,percent
Melissa Rycroft,0.09535007031376073,0.08041354266562326,171,15,6,percent
Gilles Marini,0.12607260813577995,0.10326972157903375,2078,15,8,percent
Kirstie Alley,0.09521896716751868,0.08066814700911373,2078,15,8,percent
Kelly Monaco,0.16064751107187,0.111444211303962,2078,15,8,percent
Apolo Anton Ohno,0.1530211556460574,0.1085190553842667,2078,15,8,percent
Emmitt Smith,0.1574843721138232,0.11297302273974896,2078,15,8,percent
Shawn Johnson,0.15820909241156056,0.11139318653847967,2078,15,8,percent
Melissa Rycroft,0.14934629345338943,0.10960448612691254,2078,15,8,percent
Kelly Monaco,0.23026217786385553,0.12748329416802262,1960,15,9,percent
Apolo Anton Ohno,0.1594406375688991,0.11598849482372117,1960,15,9,percent
Emmitt Smith,0.15489349024281512,0.11012339006476826,1960,15,9,percent
Shawn Johnson,0.22925666617012683,0.12715210087853737,1960,15,9,percent
Melissa Rycroft,0.22614702815433657,0.12881631997069265,1960,15,9,percent
Ingo Rademacher,0.0937065938846338,0.08692428881926102,1951,16,3,percent
Zendaya,0.09168676976751214,0.08519431096245048,1951,16,3,percent
Victor Ortiz,0.09651148335568938,0.08631680072930016,1951,16,3,percent
Alexandra Raisman,0.0956044428587112,0.08763826301286837,1951,16,3,percent
Jacoby Jones,0.09333758249234153,0.08667751380512967,1951,16,3,percent
D. L. Hughley,0.11065620367591997,0.09186640745056592,1951,16,3,percent
Andy Dick,0.09946007829370196,0.09009477313150376,1951,16,3,percent
Wynonna Judd,0.03730700461408416,0.007084745954556946,1951,16,3,percent
Kellie Pickler,0.09339555451454648,0.0861362663509559,1951,16,3,percent
Lisa Vanderpump,0.09429666800291743,0.08707126959995913,1951,16,3,percent
Sean Lowe,0.09403761853994261,0.0862391323148586,1951,16,3,percent
Ingo Rademacher,0.09939538948538963,0.08839888541454169,1536,16,4,percent
Zendaya,0.10896334690985832,0.09687213883211764,1536,16,4,percent
Victor Ortiz,0.11861165915865024,0.09316665717215693,1536,16,4,percent
Alexandra Raisman,0.10382672430339092,0.09159685003737146,1536,16,4,percent
Jacoby Jones,0.10359642084970377,0.090533609253472,1536,16,4,percent
D. L. Hughley,0.10749826059589897,0.09353229415921135,1536,16,4,percent
Andy Dick,0.10289589613534707,0.08571947171910765,1536,16,4,percent
Kellie Pickler,0.10430761837826806,0.0932299583089418,1536,16,4,percent
Lisa Vanderpump,0.03953228023528884,0.005572322471519289,1536,16,4,percent
Sean Lowe,0.11137240394820018,0.0950909241648575,1536,16,4,percent
Ingo Rademacher,0.12211126055135325,0.09915846763630824,1700,16,5,percent
Zendaya,0.11539503106615183,0.09613310853543827,1700,16,5,percent
Victor Ortiz,0.12361712310117055,0.09943131190439576,1700,16,5,percent
Alexandra Raisman,0.11702738607015357,0.09921140298696836,1700,16,5,percent
Jacoby Jones,0.11374246037312485,0.09669841172089216,1700,16,5,percent
D. L. Hughley,0.04664147269231704,0.007870263467442658,1700,16,5,percent
Andy Dick,0.1310947001889563,0.09867497566575976,1700,16,5,percent
Kellie Pickler,0.1115915935738874,0.0931025320983711,1700,16,5,percent
Sean Lowe,0.11877897238289456,0.09855466696839209,1700,16,5,percent
Ingo Rademacher,0.13322947236026575,0.10321947113442917,1719,16,6,percent
Zendaya,0.12728753410964055,0.10025976824741067,1719,16,6,percent
Victor Ortiz,0.05288653749276687,0.007046208832152076,1719,16,6,percent
Alexandra Raisman,0.13078685389161393,0.10337590834266101,1719,16,6,percent
Jacoby Jones,0.14237030819648044,0.10611148965282086,1719,16,6,percent
Andy Dick,0.1438183992414781,0.10374054051189932,1719,16,6,percent
Kellie Pickler,0.13161932150449593,0.10272344160732329,1719,16,6,percent
Sean Lowe,0.13800157320325745,0.10764213313725338,1719,16,6,percent
Ingo Rademacher,0.1553166990104514,0.11202222140785385,2788,16,7,percent
Zendaya,0.15243210769492252,0.1112724488552809,2788,16,7,percent
Alexandra Raisman,0.1537189423911742,0.11295812678931241,2788,16,7,percent
Jacoby Jones,0.1548634907836683,0.11267191696596668,2788,16,7,percent
Andy Dick,0.0731493228884657,0.015862656045966175,2788,16,7,percent
Kellie Pickler,0.1530157450334832,0.11377772705731833,2788,16,7,percent
Sean Lowe,0.1575036921978365,0.11290420541640374,2788,16,7,percent
Ingo Rademacher,0.19685795110123616,0.12065159525271513,2020,16,8,percent
Zendaya,0.17656092139826468,0.11996593821394487,2020,16,8,percent
Alexandra Raisman,0.1842459756179722,0.12309142857736723,2020,16,8,percent
Jacoby Jones,0.18195931838081988,0.11593657888733609,2020,16,8,percent
Kellie Pickler,0.1802956826294896,0.12196090658077319,2020,16,8,percent
Sean Lowe,0.08008015087223158,0.01197722711470583,2020,16,8,percent
Ingo Rademacher,0.09685522078116092,0.010818481878373816,1761,16,9,percent
Zendaya,0.2491948420149562,0.12950909111842132,1761,16,9,percent
Alexandra Raisman,0.21792113803952423,0.12987726235710298,1761,16,9,percent
Jacoby Jones,0.2164911277185801,0.1296076312646777,1761,16,9,percent
Kellie Pickler,0.21953767144580943,0.12703996528641456,1761,16,9,percent
Valerie Harper,0.08911608788834528,0.08097838295545759,1331,17,2,percent
Brant Daugherty,0.08638672098930268,0.08281972161542374,1331,17,2,percent
Elizabeth Berkley Lauren,0.08553940985056857,0.0828822887265688,1331,17,2,percent
Leah Remini,0.08143424974477394,0.0795944688718397,1331,17,2,percent
Corbin Bleu,0.08821454681042412,0.08497877864548285,1331,17,2,percent
Amber Riley,0.08468554814742943,0.0836030560363621,1331,17,2,percent
Keyshawn Johnson,0.03136108037707621,0.00441158711757123,1331,17,2,percent
Bill Engvall,0.08835315675323228,0.08546459625028588,1331,17,2,percent
Christina Milian,0.08577475852850873,0.08148290281010137,1331,17,2,percent
"Nicole ""Snooki"" Polizzi",0.08707011080436809,0.08215599497276238,1331,17,2,percent
Jack Osbourne,0.08709217310528387,0.08270306575493443,1331,17,2,percent
Bill Nye,0.10497215700067791,0.08653544888071495,1331,17,2,percent
Valerie Harper,0.11625028410506819,0.09186909657772069,2063,17,3,percent
Brant Daugherty,0.09235407373241566,0.0842588135137762,2063,17,3,percent
Elizabeth Berkley Lauren,0.09510380487381066,0.08837712326050168,2063,17,3,percent
Leah Remini,0.09270927636320585,0.08468364499548282,2063,17,3,percent
Corbin Bleu,0.09062638833361752,0.0844973297321657,2063,17,3,percent
Amber Riley,0.09387254152740138,0.08905585050865505,2063,17,3,percent
Bill Engvall,0.09517148457692899,0.08706069856121791,2063,17,3,percent
Christina Milian,0.09451717796043818,0.08980358473303114,2063,17,3,percent
"Nicole ""Snooki"" Polizzi",0.09625926440489485,0.08829661238482533,2063,17,3,percent
Jack Osbourne,0.09422920337150321,0.08594072596987909,2063,17,3,percent
Bill Nye,0.03890650075071568,0.008166081490819349,2063,17,3,percent
Valerie Harper,0.042259956698168115,0.007118145850884099,2107,17,4,percent
Brant Daugherty,0.11297513652307195,0.09538753674694733,2107,17,4,percent
Elizabeth Berkley Lauren,0.10546891552580462,0.09199530149094216,2107,17,4,percent
Leah Remini,0.1042876349677816,0.09153770470727982,2107,17,4,percent
Corbin Bleu,0.10563256252488838,0.09329795945491814,2107,17,4,percent
Amber Riley,0.10432724461471139,0.09247764201133805,2107,17,4,percent
Bill Engvall,0.1109549802282918,0.0924985009754483,2107,17,4,percent
Christina Milian,0.10565551811572262,0.09188912814098264,2107,17,4,percent
"Nicole ""Snooki"" Polizzi",0.10554504835366921,0.09180931058886037,2107,17,4,percent
Jack Osbourne,0.10289300244788872,0.09044721189341338,2107,17,4,percent
Brant Daugherty,0.10884948124663055,0.09751412591170014,166,17,5,percent
Elizabeth Berkley Lauren,0.12865827174598243,0.099855039048388,166,17,5,percent
Leah Remini,0.16382432521501344,0.10900135279559145,166,17,5,percent
Corbin Bleu,0.1118154762407745,0.09245917007964659,166,17,5,percent
Amber Riley,0.10882413086206526,0.0837626730122082,166,17,5,percent
Bill Engvall,0.1474276964781556,0.10619734594244969,166,17,5,percent
Christina Milian,0.03927619581989044,1.5265566588595902e-16,166,17,5,percent
"Nicole ""Snooki"" Polizzi",0.09751278926901322,0.08323178894019773,166,17,5,percent
Jack Osbourne,0.09381163312247451,0.07806310391237653,166,17,5,percent
Brant Daugherty,0.1287673757707686,0.09993301606529519,789,17,7,percent
Elizabeth Berkley Lauren,0.1382389369378676,0.10297812324017867,789,17,7,percent
Leah Remini,0.1426779852405531,0.10576301056594109,789,17,7,percent
Corbin Bleu,0.13111736219714043,0.10412518921210298,789,17,7,percent
Amber Riley,0.1258083803413895,0.09593669977030073,789,17,7,percent
Bill Engvall,0.15720093466504784,0.10909612046358914,789,17,7,percent
"Nicole ""Snooki"" Polizzi",0.048223853278239165,0.00311167766803096,789,17,7,percent
Jack Osbourne,0.1279651715689952,0.10278091498874652,789,17,7,percent
Brant Daugherty,0.05762167125803405,0.004100222933767599,680,17,8,percent
Elizabeth Berkley Lauren,0.16857208448117464,0.10697915891452871,680,17,8,percent
Leah Remini,0.15578242316210167,0.10839310695682963,680,17,8,percent
Corbin Bleu,0.14262680278723008,0.10941633283268619,680,17,8,percent
Amber Riley,0.1554988386539182,0.10961188326409975,680,17,8,percent
Bill Engvall,0.18592745638200112,0.11783006613739601,680,17,8,percent
Jack Osbourne,0.13397072327553575,0.1036677692457285,680,17,8,percent
Elizabeth Berkley Lauren,0.06802721088435341,3.3306690738754696e-16,365,17,9,percent
Leah Remini,0.15033081725841058,0.10373485823513756,365,17,9,percent
Corbin Bleu,0.15385332215077827,0.10093602612639323,365,17,9,percent
Amber Riley,0.20715683533687468,0.12365469964115292,365,17,9,percent
Bill Engvall,0.2527257478333802,0.11746918083359485,365,17,9,percent
Jack Osbourne,0.16790606653620388,0.11201869444783381,365,17,9,percent
Leah Remini,0.09521904952361976,0.010433064812802305,1533,17,10,percent
Corbin Bleu,0.21056941924855613,0.12889544224443344,1533,17,10,percent
Amber Riley,0.206141290632846,0.12597358660114066,1533,17,10,percent
Bill Engvall,0.2424995595678604,0.1268909560348347,1533,17,10,percent
Jack Osbourne,0.24557068102714308,0.13047583344704125,1533,17,10,percent
Danica McKellar,0.09716365431862803,0.08943959892697415,1827,18,1,percent
James Maslow,0.09320341493141276,0.08512461848322281,1827,18,1,percent
Candace Cameron Bure,0.09345815535748975,0.08680123816821267,1827,18,1,percent
Sean Avery,0.10321602137863271,0.09122245834692647,1827,18,1,percent
Diana Nyad,0.03594229179957428,0.0050755617662718855,1827,18,1,percent
Charlie White,0.09486234657111974,0.08553651242070567,1827,18,1,percent
Amy Purdy,0.0966345056224894,0.0870521464135568,1827,18,1,percent
Meryl Davis,0.09492843131152938,0.08883173676623957,1827,18,1,percent
Drew Carey,0.09490967232070772,0.08532646718721616,1827,18,1,percent
Cody Simpson,0.09620350652942672,0.08621398820128232,1827,18,1,percent
NeNe Leakes,0.09947799985899052,0.08889285003333677,1827,18,1,percent
Danica McKellar,0.1043289952422837,0.09037837854789604,994,18,2,percent
James Maslow,0.10327443593957661,0.09239056221441533,994,18,2,percent
Candace Cameron Bure,0.1147671832376174,0.09363903327903307,994,18,2,percent
Sean Avery,0.03722702016188716,0.003838794362699579,994,18,2,percent
Charlie White,0.09901830710587825,0.08720554708437188,994,18,2,percent
Amy Purdy,0.09836733447698746,0.08809759553386573,994,18,2,percent
Meryl Davis,0.10397720287311132,0.09340704033199354,994,18,2,percent
Drew Carey,0.11774113042977978,0.09756401356435425,994,18,2,percent
Cody Simpson,0.10694297201717204,0.0883797418938489,994,18,2,percent
NeNe Leakes,0.11435541851569973,0.09468581262261348,994,18,2,percent
Danica McKellar,0.11298417497279928,0.09586774815213606,698,18,5,percent
James Maslow,0.11829462050360488,0.09984359684364506,698,18,5,percent
Candace Cameron Bure,0.12159423091686099,0.09850906532224726,698,18,5,percent
Charlie White,0.11420964694429785,0.09619955969779562,698,18,5,percent
Amy Purdy,0.1162435927992566,0.09716596368980204,698,18,5,percent
Meryl Davis,0.11970558126318061,0.09722853950578107,698,18,5,percent
Drew Carey,0.1491932744940654,0.0996408032854914,698,18,5,percent
Cody Simpson,0.0419289065486186,0.0032641775345116702,698,18,5,percent
NeNe Leakes,0.10584597155731361,0.08829465701661618,698,18,5,percent
Danica McKellar,0.1360278996562655,0.10677965467769515,1180,18,6,percent
James Maslow,0.13505163440908102,0.10188781713544671,1180,18,6,percent
Candace Cameron Bure,0.14590970845675857,0.10631999059719423,1180,18,6,percent
Charlie White,0.13626472749949933,0.10663742631153622,1180,18,6,percent
Amy Purdy,0.12311261572269629,0.09736762983059771,1180,18,6,percent
Meryl Davis,0.129460938254007,0.10299998362236211,1180,18,6,percent
Drew Carey,0.050180404908795107,0.005189033902132179,1180,18,6,percent
NeNe Leakes,0.14399207109289727,0.10215149834690714,1180,18,6,percent
Danica McKellar,0.15852459623745993,0.11170783537925114,1388,18,7,percent
James Maslow,0.1658244747712921,0.11113888710633547,1388,18,7,percent
Candace Cameron Bure,0.15455908310244174,0.11147411240470498,1388,18,7,percent
Charlie White,0.1539788770598306,0.10918651179084976,1388,18,7,percent
Amy Purdy,0.1559854505230453,0.1118483256753503,1388,18,7,percent
Meryl Davis,0.15126375094936778,0.11012717248624813,1388,18,7,percent
NeNe Leakes,0.059863767356562674,0.005840687335380181,1388,18,7,percent
Danica McKellar,0.06802721088435291,8.326672684688674e-16,797,18,8,percent
James Maslow,0.18957143710683844,0.12184429442825415,797,18,8,percent
Candace Cameron Bure,0.18173593151187736,0.11631494391574565,797,18,8,percent
Charlie White,0.1865328314512765,0.11628744602693988,797,18,8,percent
Amy Purdy,0.18373321725176947,0.11880831110433937,797,18,8,percent
Meryl Davis,0.19039937179388766,0.11853528176653359,797,18,8,percent
James Maslow,0.22514162246014707,0.1252114247565888,1054,18,9,percent
Candace Cameron Bure,0.22257926010055754,0.1269842951309925,1054,18,9,percent
Charlie White,0.0875912408759104,2.0122792321330962e-15,1054,18,9,percent
Amy Purdy,0.23289796257566137,0.12592967327001303,1054,18,9,percent
Meryl Davis,0.23178991398773013,0.1311378619759933,1054,18,9,percent
Antonio Sabato Jr.,0.08616159689637401,0.08534903403378528,1467,19,1,percent
Jonathan Bennett,0.07768596365959307,0.07570803270932215,1467,19,1,percent
Lea Thompson,0.07505934442815194,0.07625362632148948,1467,19,1,percent
Janel Parrish,0.07654890552046836,0.07509973807042536,1467,19,1,percent
Alfonso Ribeiro,0.07873888107865247,0.07774415541437234,1467,19,1,percent
Lolo Jones,0.029494246236525266,0.004929533819112798,1467,19,1,percent
Randy Couture,0.07644258324731554,0.07801415260089643,1467,19,1,percent
Tommy Chong,0.07623438440983465,0.07479024173047841,1467,19,1,percent
Betsey Johnson,0.10352695313076346,0.08765510261115346,1467,19,1,percent
Michael Waltrip,0.0797443161385167,0.07714387443748243,1467,19,1,percent
Tavis Smiley,0.0813664787943078,0.08227693008005188,1467,19,1,percent
Bethany Mota,0.07835266949299029,0.07916160496150118,1467,19,1,percent
Sadie Robertson,0.08064367696651538,0.0801444896452837,1467,19,1,percent
Antonio Sabato Jr.,0.08191697639999987,0.08365152039593612,617,19,2,percent
Jonathan Bennett,0.08598377196989547,0.08174838308776268,617,19,2,percent
Lea Thompson,0.087887023629619,0.08426106062146736,617,19,2,percent
Janel Parrish,0.084890845978453,0.08364809631635466,617,19,2,percent
Alfonso Ribeiro,0.08011073847878974,0.07880860134813053,617,19,2,percent
Randy Couture,0.09245693783604977,0.08374783738215327,617,19,2,percent
Tommy Chong,0.09023491060011635,0.08184978352913982,617,19,2,percent
Betsey Johnson,0.08914392526026954,0.08283522846941976,617,19,2,percent
Michael Waltrip,0.11516030055379997,0.0879984082611444,617,19,2,percent
Tavis Smiley,0.029193353844827602,0.0027125683733141203,617,19,2,percent
Bethany Mota,0.08485651717061246,0.08370728099297503,617,19,2,percent
Sadie Robertson,0.07816469827757021,0.07534878079539566,617,19,2,percent
Antonio Sabato Jr.,0.09715308481793664,0.08619571774377244,1678,19,3,percent
Jonathan Bennett,0.09525514516008461,0.08636050128544932,1678,19,3,percent
Lea Thompson,0.09409480192857748,0.08544834966178397,1678,19,3,percent
Janel Parrish,0.09684314738050545,0.08955446664648235,1678,19,3,percent
Alfonso Ribeiro,0.10027895650808064,0.09121027633656612,1678,19,3,percent
Randy Couture,0.03491983864287973,0.004398574494275086,1678,19,3,percent
Tommy Chong,0.09217640195753235,0.08501862206150664,1678,19,3,percent
Betsey Johnson,0.09916772799498659,0.08884583758260807,1678,19,3,percent
Michael Waltrip,0.10209754660057045,0.08913207523033902,1678,19,3,percent
Bethany Mota,0.09256721244919941,0.08444706071441746,1678,19,3,percent
Sadie Robertson,0.09544613655964815,0.08743281575118655,1678,19,3,percent
Antonio Sabato Jr.,0.10813048517966559,0.09135973161324501,495,19,4,percent
Jonathan Bennett,0.1441768997384766,0.10136031646572043,495,19,4,percent
Lea Thompson,0.09215334485623063,0.08559933542715559,495,19,4,percent
Janel Parrish,0.09314661313035522,0.08480804919147909,495,19,4,percent
Alfonso Ribeiro,0.092616724075876,0.08555458272018476,495,19,4,percent
