celebrity_name,season,week,average_score
Gladys Knight,14,6,8.0
Gavin DeGraw,14,6,0.0
Jack Wagner,14,6,0.0
Martina Navratilova,14,6,0.0
Sherri Sheperd,14,6,0.0
Maria Menounos,14,7,9.5
Katherine Jenkins,14,7,9.0
Donald Driver,14,7,8.833333333333334
William Levy,14,7,8.833333333333334
Roshon Fegan,14,7,8.666666666666666
Jaleel White,14,7,8.5
Melissa Gilbert,14,7,7.833333333333333
Gavin DeGraw,14,7,0.0
Gladys Knight,14,7,0.0
Jack Wagner,14,7,0.0
Martina Navratilova,14,7,0.0
Sherri Sheperd,14,7,0.0
William Levy,14,8,9.5
Roshon Fegan,14,8,9.333333333333334
Donald Driver,14,8,9.166666666666666
Katherine Jenkins,14,8,9.166666666666666
Maria Menounos,14,8,8.833333333333334
Melissa Gilbert,14,8,8.5
Gavin DeGraw,14,8,0.0
Gladys Knight,14,8,0.0
Jack Wagner,14,8,0.0
Jaleel White,14,8,0.0
Martina Navratilova,14,8,0.0
Sherri Sheperd,14,8,0.0
Maria Menounos,14,9,9.833333333333334
William Levy,14,9,9.666666666666666
Donald Driver,14,9,9.5
Katherine Jenkins,14,9,9.333333333333334
Gavin DeGraw,14,9,0.0
Gladys Knight,14,9,0.0
Jack Wagner,14,9,0.0
Jaleel White,14,9,0.0
Martina Navratilova,14,9,0.0
Melissa Gilbert,14,9,0.0
Roshon Fegan,14,9,0.0
Sherri Sheperd,14,9,0.0
Emmitt Smith,15,1,8.166666666666666
Gilles Marini,15,1,8.0
Sabrina Bryan,15,1,7.5
Apolo Anton Ohno,15,1,7.333333333333333
Shawn Johnson,15,1,7.333333333333333
Drew Lachey,15,1,7.166666666666667
Helio Castroneves,15,1,7.166666666666667
Kelly Monaco,15,1,7.166666666666667
Melissa Rycroft,15,1,7.0
Joey Fatone,15,1,6.833333333333333
Bristol Palin,15,1,6.5
Kirstie Alley,15,1,6.333333333333333
Pamela Anderson,15,1,5.666666666666667
Melissa Rycroft,15,10,9.7777
Kelly Monaco,15,10,9.703633333333334
Shawn Johnson,15,10,9.6481
Apolo Anton Ohno,15,10,0.0
Bristol Palin,15,10,0.0
Drew Lachey,15,10,0.0
Emmitt Smith,15,10,0.0
Gilles Marini,15,10,0.0
Helio Castroneves,15,10,0.0
Joey Fatone,15,10,0.0
Kirstie Alley,15,10,0.0
Pamela Anderson,15,10,0.0
Sabrina Bryan,15,10,0.0
Sabrina Bryan,15,2,8.666666666666666
Gilles Marini,15,2,8.5
Shawn Johnson,15,2,8.333333333333334
Apolo Anton Ohno,15,2,8.166666666666666
Melissa Rycroft,15,2,7.833333333333333
Helio Castroneves,15,2,7.666666666666667
Drew Lachey,15,2,7.5
Emmitt Smith,15,2,7.5
Joey Fatone,15,2,7.5
Kelly Monaco,15,2,7.333333333333333
Kirstie Alley,15,2,7.0
Bristol Palin,15,2,6.0
Pamela Anderson,15,2,0.0
Kelly Monaco,15,3,9.0
Melissa Rycroft,15,3,9.0
Shawn Johnson,15,3,8.833333333333334
Apolo Anton Ohno,15,3,8.5
Gilles Marini,15,3,8.5
Helio Castroneves,15,3,8.5
Sabrina Bryan,15,3,8.5
Emmitt Smith,15,3,8.333333333333334
Drew Lachey,15,3,8.0
Kirstie Alley,15,3,8.0
Bristol Palin,15,3,7.5
Joey Fatone,15,3,0.0
Pamela Anderson,15,3,0.0
Gilles Marini,15,4,9.875
Shawn Johnson,15,4,9.875
Kelly Monaco,15,4,9.375
Melissa Rycroft,15,4,9.25
Emmitt Smith,15,4,9.0
Sabrina Bryan,15,4,8.875
Apolo Anton Ohno,15,4,8.625
Bristol Palin,15,4,8.0
Kirstie Alley,15,4,7.5
Drew Lachey,15,4,0.0
Helio Castroneves,15,4,0.0
Joey Fatone,15,4,0.0
Pamela Anderson,15,4,0.0
Sabrina Bryan,15,5,9.75
Apolo Anton Ohno,15,5,9.416666666666666
Gilles Marini,15,5,9.416666666666666
Melissa Rycroft,15,5,9.416666666666666
Shawn Johnson,15,5,9.416666666666666
Emmitt Smith,15,5,9.333333333333334
Kirstie Alley,15,5,8.75
Kelly Monaco,15,5,8.583333333333334
Bristol Palin,15,5,0.0
Drew Lachey,15,5,0.0
Helio Castroneves,15,5,0.0
Joey Fatone,15,5,0.0
Pamela Anderson,15,5,0.0
Apolo Anton Ohno,15,6,10.0
Sabrina Bryan,15,6,10.0
Melissa Rycroft,15,6,9.833333333333334
Shawn Johnson,15,6,9.333333333333334
Gilles Marini,15,6,9.166666666666666
Kirstie Alley,15,6,9.166666666666666
Kelly Monaco,15,6,9.0
Emmitt Smith,15,6,8.833333333333334
Bristol Palin,15,6,0.0
Drew Lachey,15,6,0.0
Helio Castroneves,15,6,0.0
Joey Fatone,15,6,0.0
Pamela Anderson,15,6,0.0
Melissa Rycroft,15,7,12.999966666666666
Shawn Johnson,15,7,12.6666
Kelly Monaco,15,7,12.0
Emmitt Smith,15,7,11.499966666666666
Gilles Marini,15,7,11.1666
Apolo Anton Ohno,15,7,11.0
Kirstie Alley,15,7,9.3333
Bristol Palin,15,7,0.0
Drew Lachey,15,7,0.0
Helio Castroneves,15,7,0.0
Joey Fatone,15,7,0.0
Pamela Anderson,15,7,0.0
Sabrina Bryan,15,7,0.0
Melissa Rycroft,15,8,10.0
Apolo Anton Ohno,15,8,9.759233333333333
Gilles Marini,15,8,9.759233333333333
Emmitt Smith,15,8,9.685133333333333
Kelly Monaco,15,8,9.444433333333334
Shawn Johnson,15,8,9.277766666666666
Kirstie Alley,15,8,8.5
Bristol Palin,15,8,0.0
Drew Lachey,15,8,0.0
Helio Castroneves,15,8,0.0
Joey Fatone,15,8,0.0
Pamela Anderson,15,8,0.0
Sabrina Bryan,15,8,0.0
Shawn Johnson,15,9,9.833333333333334
Melissa Rycroft,15,9,9.592566666666666
Apolo Anton Ohno,15,9,9.536999999999999
Kelly Monaco,15,9,9.036999999999999
Emmitt Smith,15,9,9.0
Bristol Palin,15,9,0.0
Drew Lachey,15,9,0.0
Gilles Marini,15,9,0.0
Helio Castroneves,15,9,0.0
Joey Fatone,15,9,0.0
Kirstie Alley,15,9,0.0
Pamela Anderson,15,9,0.0
Sabrina Bryan,15,9,0.0
Zendaya,16,1,8.0
Alexandra Raisman,16,1,7.0
Dorothy Hamill,16,1,7.0
Kellie Pickler,16,1,7.0
Ingo Rademacher,16,1,6.666666666666667
Jacoby Jones,16,1,6.666666666666667
Sean Lowe,16,1,6.333333333333333
Lisa Vanderpump,16,1,6.0
Victor Ortiz,16,1,6.0
Wynonna Judd,16,1,6.0
Andy Dick,16,1,5.666666666666667
D. L. Hughley,16,1,4.0
Kellie Pickler,16,10,10.0
Zendaya,16,10,10.0
Alexandra Raisman,16,10,9.666666666666666
Jacoby Jones,16,10,9.3333
Andy Dick,16,10,0.0
D. L. Hughley,16,10,0.0
Dorothy Hamill,16,10,0.0
Ingo Rademacher,16,10,0.0
Lisa Vanderpump,16,10,0.0
Sean Lowe,16,10,0.0
Victor Ortiz,16,10,0.0
Wynonna Judd,16,10,0.0
Kellie Pickler,16,2,8.666666666666666
Zendaya,16,2,8.666666666666666
Alexandra Raisman,16,2,8.0
Jacoby Jones,16,2,7.666666666666667
Andy Dick,16,2,6.666666666666667
Ingo Rademacher,16,2,6.666666666666667
Sean Lowe,16,2,6.666666666666667
Lisa Vanderpump,16,2,6.0
Victor Ortiz,16,2,6.0
Wynonna Judd,16,2,6.0
D. L. Hughley,16,2,5.333333333333333
Dorothy Hamill,16,2,5.0
Jacoby Jones,16,3,8.6666
Zendaya,16,3,8.6666
Kellie Pickler,16,3,8.333333333333334
Alexandra Raisman,16,3,7.666666666666667
Victor Ortiz,16,3,7.666666666666667
Ingo Rademacher,16,3,7.0
Lisa Vanderpump,16,3,7.0
Sean Lowe,16,3,7.0
Andy Dick,16,3,6.0
D. L. Hughley,16,3,5.333333333333333
Wynonna Judd,16,3,5.0
Dorothy Hamill,16,3,0.0
Alexandra Raisman,16,4,9.0
Kellie Pickler,16,4,8.666666666666666
Zendaya,16,4,8.666666666666666
Jacoby Jones,16,4,8.0
Ingo Rademacher,16,4,7.666666666666667
Andy Dick,16,4,7.0
D. L. Hughley,16,4,7.0
Sean Lowe,16,4,6.666666666666667
Lisa Vanderpump,16,4,6.0
Victor Ortiz,16,4,6.0
Dorothy Hamill,16,4,0.0
Wynonna Judd,16,4,0.0
Zendaya,16,5,9.666666666666666
Kellie Pickler,16,5,9.0
Jacoby Jones,16,5,8.666666666666666
Alexandra Raisman,16,5,8.333333333333334
Sean Lowe,16,5,8.0
Ingo Rademacher,16,5,7.0
Victor Ortiz,16,5,7.0
Andy Dick,16,5,6.0
D. L. Hughley,16,5,6.0
Dorothy Hamill,16,5,0.0
Lisa Vanderpump,16,5,0.0
Wynonna Judd,16,5,0.0
Kellie Pickler,16,6,9.0
Alexandra Raisman,16,6,8.666666666666666
Zendaya,16,6,8.5
Ingo Rademacher,16,6,7.666666666666667
Sean Lowe,16,6,7.666666666666667
Jacoby Jones,16,6,7.5
Andy Dick,16,6,7.166666666666667
Victor Ortiz,16,6,6.666666666666667
D. L. Hughley,16,6,0.0
Dorothy Hamill,16,6,0.0
Lisa Vanderpump,16,6,0.0
Wynonna Judd,16,6,0.0
Alexandra Raisman,16,7,10.666666666666666
Zendaya,16,7,10.0
Kellie Pickler,16,7,9.666666666666666
Jacoby Jones,16,7,9.0
Ingo Rademacher,16,7,8.333333333333334
Sean Lowe,16,7,8.0
Andy Dick,16,7,5.666666666666667
D. L. Hughley,16,7,0.0
Dorothy Hamill,16,7,0.0
Lisa Vanderpump,16,7,0.0
Victor Ortiz,16,7,0.0
Wynonna Judd,16,7,0.0
Zendaya,16,8,9.666666666666666
Alexandra Raisman,16,8,9.333333333333334
Kellie Pickler,16,8,9.166666666666666
Jacoby Jones,16,8,8.666666666666666
Ingo Rademacher,16,8,8.0
Sean Lowe,16,8,7.0
Andy Dick,16,8,0.0
D. L. Hughley,16,8,0.0
Dorothy Hamill,16,8,0.0
Lisa Vanderpump,16,8,0.0
Victor Ortiz,16,8,0.0
Wynonna Judd,16,8,0.0
Alexandra Raisman,16,9,9.833333333333334
Jacoby Jones,16,9,9.833333333333334
Kellie Pickler,16,9,9.666666666666666
Zendaya,16,9,9.166666666666666
Ingo Rademacher,16,9,8.5
Andy Dick,16,9,0.0
D. L. Hughley,16,9,0.0
Dorothy Hamill,16,9,0.0
Lisa Vanderpump,16,9,0.0
Sean Lowe,16,9,0.0
Victor Ortiz,16,9,0.0
Wynonna Judd,16,9,0.0
Amber Riley,17,1,9.0
Corbin Bleu,17,1,8.0
Elizabeth Berkley Lauren,17,1,8.0
Jack Osbourne,17,1,7.666666666666667
"Nicole ""Snooki"" Polizzi",17,1,7.666666666666667
Brant Daugherty,17,1,7.333333333333333
Christina Milian,17,1,7.333333333333333
Leah Remini,17,1,7.0
Valerie Harper,17,1,7.0
Bill Engvall,17,1,6.0
Keyshawn Johnson,17,1,5.666666666666667
Bill Nye,17,1,4.666666666666667
Amber Riley,17,10,9.875
Corbin Bleu,17,10,9.375
Jack Osbourne,17,10,8.875
Leah Remini,17,10,8.125
Bill Engvall,17,10,7.5
Bill Nye,17,10,0.0
Brant Daugherty,17,10,0.0
Christina Milian,17,10,0.0
Elizabeth Berkley Lauren,17,10,0.0
Keyshawn Johnson,17,10,0.0
"Nicole ""Snooki"" Polizzi",17,10,0.0
Valerie Harper,17,10,0.0
Amber Riley,17,11,10.4444
Corbin Bleu,17,11,9.8888
Jack Osbourne,17,11,9.3333
Bill Engvall,17,11,8.499966666666666
Bill Nye,17,11,0.0
Brant Daugherty,17,11,0.0
Christina Milian,17,11,0.0
Elizabeth Berkley Lauren,17,11,0.0
Keyshawn Johnson,17,11,0.0
Leah Remini,17,11,0.0
"Nicole ""Snooki"" Polizzi",17,11,0.0
Valerie Harper,17,11,0.0
Corbin Bleu,17,2,8.666666666666666
Christina Milian,17,2,8.333333333333334
Elizabeth Berkley Lauren,17,2,8.333333333333334
Amber Riley,17,2,8.0
Jack Osbourne,17,2,8.0
Leah Remini,17,2,8.0
Brant Daugherty,17,2,7.666666666666667
Bill Engvall,17,2,7.0
"Nicole ""Snooki"" Polizzi",17,2,6.666666666666667
Valerie Harper,17,2,6.333333333333333
Keyshawn Johnson,17,2,6.0
Bill Nye,17,2,5.666666666666667
Brant Daugherty,17,3,9.0
Christina Milian,17,3,8.666666666666666
Corbin Bleu,17,3,8.666666666666666
Elizabeth Berkley Lauren,17,3,8.333333333333334
"Nicole ""Snooki"" Polizzi",17,3,8.333333333333334
Amber Riley,17,3,8.0
Bill Engvall,17,3,8.0
Leah Remini,17,3,8.0
Jack Osbourne,17,3,7.333333333333333
Bill Nye,17,3,5.333333333333333
Valerie Harper,17,3,5.333333333333333
Keyshawn Johnson,17,3,0.0
Amber Riley,17,4,9.0
Corbin Bleu,17,4,9.0
Elizabeth Berkley Lauren,17,4,9.0
Christina Milian,17,4,8.0
Jack Osbourne,17,4,8.0
Leah Remini,17,4,8.0
"Nicole ""Snooki"" Polizzi",17,4,8.0
Bill Engvall,17,4,7.0
Brant Daugherty,17,4,7.0
Valerie Harper,17,4,6.0
Bill Nye,17,4,0.0
Keyshawn Johnson,17,4,0.0
Christina Milian,17,5,9.333333333333334
Corbin Bleu,17,5,9.333333333333334
Brant Daugherty,17,5,9.0
Jack Osbourne,17,5,9.0
"Nicole ""Snooki"" Polizzi",17,5,9.0
Amber Riley,17,5,8.666666666666666
Elizabeth Berkley Lauren,17,5,8.666666666666666
Bill Engvall,17,5,8.0
Leah Remini,17,5,7.333333333333333
Bill Nye,17,5,0.0
Keyshawn Johnson,17,5,0.0
Valerie Harper,17,5,0.0
Amber Riley,17,6,10.666633333333332
Elizabeth Berkley Lauren,17,6,10.6666
Brant Daugherty,17,6,10.333333333333334
"Nicole ""Snooki"" Polizzi",17,6,10.0
Leah Remini,17,6,9.3333
Corbin Bleu,17,6,8.999966666666666
Jack Osbourne,17,6,8.999933333333333
Bill Engvall,17,6,7.9999666666666664
Bill Nye,17,6,0.0
Christina Milian,17,6,0.0
Keyshawn Johnson,17,6,0.0
Valerie Harper,17,6,0.0
Amber Riley,17,7,9.833333333333334
Corbin Bleu,17,7,9.833333333333334
Brant Daugherty,17,7,9.5
Jack Osbourne,17,7,9.5
Elizabeth Berkley Lauren,17,7,9.0
"Nicole ""Snooki"" Polizzi",17,7,9.0
Leah Remini,17,7,8.833333333333334
Bill Engvall,17,7,8.333333333333334
Bill Nye,17,7,0.0
Christina Milian,17,7,0.0
Keyshawn Johnson,17,7,0.0
Valerie Harper,17,7,0.0
Corbin Bleu,17,8,10.0
Jack Osbourne,17,8,10.0
Amber Riley,17,8,9.333333333333334
Leah Remini,17,8,9.333333333333334
Brant Daugherty,17,8,9.0
Elizabeth Berkley Lauren,17,8,8.333333333333334
Bill Engvall,17,8,8.0
Bill Nye,17,8,0.0
Christina Milian,17,8,0.0
Keyshawn Johnson,17,8,0.0
"Nicole ""Snooki"" Polizzi",17,8,0.0
Valerie Harper,17,8,0.0
Corbin Bleu,17,9,9.666666666666666
Elizabeth Berkley Lauren,17,9,9.333333333333334
Jack Osbourne,17,9,9.0
Leah Remini,17,9,9.0
Amber Riley,17,9,8.5
Bill Engvall,17,9,7.0
Bill Nye,17,9,0.0
Brant Daugherty,17,9,0.0
Christina Milian,17,9,0.0
Keyshawn Johnson,17,9,0.0
"Nicole ""Snooki"" Polizzi",17,9,0.0
Valerie Harper,17,9,0.0
Charlie White,18,1,9.0
Candace Cameron Bure,18,1,8.333333333333334
Amy Purdy,18,1,8.0
Danica McKellar,18,1,8.0
Meryl Davis,18,1,8.0
Cody Simpson,18,1,7.333333333333333
Drew Carey,18,1,7.0
James Maslow,18,1,7.0
NeNe Leakes,18,1,7.0
Sean Avery,18,1,6.666666666666667
Diana Nyad,18,1,6.0
Billy Dee Williams,18,1,5.0
Meryl Davis,18,10,10.0
Amy Purdy,18,10,9.888866666666667
James Maslow,18,10,9.666666666666666
Candace Cameron Bure,18,10,8.6666
Billy Dee Williams,18,10,0.0
Charlie White,18,10,0.0
Cody Simpson,18,10,0.0
Danica McKellar,18,10,0.0
Diana Nyad,18,10,0.0
Drew Carey,18,10,0.0
NeNe Leakes,18,10,0.0
Sean Avery,18,10,0.0
Charlie White,18,2,8.333333333333334
James Maslow,18,2,8.333333333333334
Meryl Davis,18,2,8.333333333333334
Amy Purdy,18,2,8.0
Danica McKellar,18,2,8.0
Cody Simpson,18,2,7.333333333333333
Candace Cameron Bure,18,2,7.0
Drew Carey,18,2,7.0
NeNe Leakes,18,2,7.0
Sean Avery,18,2,7.0
Billy Dee Williams,18,2,5.0
Diana Nyad,18,2,0.0
Meryl Davis,18,3,9.75
Amy Purdy,18,3,9.0
Charlie White,18,3,9.0
Danica McKellar,18,3,9.0
James Maslow,18,3,9.0
Cody Simpson,18,3,8.75
Candace Cameron Bure,18,3,8.0
NeNe Leakes,18,3,7.75
Drew Carey,18,3,7.5
Billy Dee Williams,18,3,0.0
Diana Nyad,18,3,0.0
Sean Avery,18,3,0.0
Meryl Davis,18,4,9.75
James Maslow,18,4,8.75
Amy Purdy,18,4,8.5
Charlie White,18,4,8.25
Drew Carey,18,4,8.25
Danica McKellar,18,4,8.0
NeNe Leakes,18,4,8.0
Cody Simpson,18,4,7.75
Candace Cameron Bure,18,4,7.0
Billy Dee Williams,18,4,0.0
Diana Nyad,18,4,0.0
Sean Avery,18,4,0.0
James Maslow,18,5,10.0
Danica McKellar,18,5,9.75
Amy Purdy,18,5,9.25
Charlie White,18,5,9.25
Meryl Davis,18,5,9.0
NeNe Leakes,18,5,9.0
Candace Cameron Bure,18,5,8.75
Cody Simpson,18,5,8.5
Drew Carey,18,5,7.0
Billy Dee Williams,18,5,0.0
Diana Nyad,18,5,0.0
Sean Avery,18,5,0.0
Meryl Davis,18,6,10.0
Amy Purdy,18,6,9.5
Charlie White,18,6,9.0
Danica McKellar,18,6,9.0
James Maslow,18,6,8.75
NeNe Leakes,18,6,8.25
Candace Cameron Bure,18,6,8.0
Drew Carey,18,6,8.0
Billy Dee Williams,18,6,0.0
Cody Simpson,18,6,0.0
Diana Nyad,18,6,0.0
Sean Avery,18,6,0.0
Meryl Davis,18,7,9.75
Amy Purdy,18,7,9.375
Candace Cameron Bure,18,7,9.25
Danica McKellar,18,7,9.0
Charlie White,18,7,8.875
James Maslow,18,7,8.75
NeNe Leakes,18,7,8.25
Billy Dee Williams,18,7,0.0
Cody Simpson,18,7,0.0
Diana Nyad,18,7,0.0
Drew Carey,18,7,0.0
Sean Avery,18,7,0.0
Amy Purdy,18,8,10.0
Charlie White,18,8,10.0
Danica McKellar,18,8,9.5
Candace Cameron Bure,18,8,9.0
James Maslow,18,8,9.0
Meryl Davis,18,8,9.0
Billy Dee Williams,18,8,0.0
Cody Simpson,18,8,0.0
Diana Nyad,18,8,0.0
Drew Carey,18,8,0.0
NeNe Leakes,18,8,0.0
Sean Avery,18,8,0.0
Meryl Davis,18,9,10.0
Amy Purdy,18,9,9.75
Charlie White,18,9,9.5
James Maslow,18,9,9.5
Candace Cameron Bure,18,9,9.0
Billy Dee Williams,18,9,0.0
Cody Simpson,18,9,0.0
Danica McKellar,18,9,0.0
Diana Nyad,18,9,0.0
Drew Carey,18,9,0.0
NeNe Leakes,18,9,0.0
Sean Avery,18,9,0.0
Alfonso Ribeiro,19,1,9.0
Sadie Robertson,19,1,8.5
Bethany Mota,19,1,8.0
Lea Thompson,19,1,8.0
Randy Couture,19,1,7.75
Jonathan Bennett,19,1,7.5
Janel Parrish,19,1,7.25
Tavis Smiley,19,1,7.25
Tommy Chong,19,1,6.75
Antonio Sabato Jr.,19,1,6.25
Michael Waltrip,19,1,6.25
Lolo Jones,19,1,5.5
Betsey Johnson,19,1,5.0
Janel Parrish,19,10,9.75
Bethany Mota,19,10,9.5
Alfonso Ribeiro,19,10,9.375
Sadie Robertson,19,10,9.25
Tommy Chong,19,10,7.75
Antonio Sabato Jr.,19,10,0.0
Betsey Johnson,19,10,0.0
Jonathan Bennett,19,10,0.0
Lea Thompson,19,10,0.0
Lolo Jones,19,10,0.0
Michael Waltrip,19,10,0.0
Randy Couture,19,10,0.0
Tavis Smiley,19,10,0.0
Alfonso Ribeiro,19,11,10.0
Sadie Robertson,19,11,9.833300000000001
Janel Parrish,19,11,9.74995
Bethany Mota,19,11,9.5
Antonio Sabato Jr.,19,11,0.0
Betsey Johnson,19,11,0.0
Jonathan Bennett,19,11,0.0
Lea Thompson,19,11,0.0
Lolo Jones,19,11,0.0
Michael Waltrip,19,11,0.0
Randy Couture,19,11,0.0
Tavis Smiley,19,11,0.0
Tommy Chong,19,11,0.0
Lea Thompson,19,2,8.75
Janel Parrish,19,2,8.5
Bethany Mota,19,2,8.25
Alfonso Ribeiro,19,2,8.0
Antonio Sabato Jr.,19,2,7.75
Sadie Robertson,19,2,7.75
Jonathan Bennett,19,2,7.5
Betsey Johnson,19,2,7.0
Randy Couture,19,2,7.0
Tavis Smiley,19,2,7.0
Tommy Chong,19,2,7.0
Michael Waltrip,19,2,6.0
Lolo Jones,19,2,0.0
Bethany Mota,19,3,10.0
Janel Parrish,19,3,10.0
Tommy Chong,19,3,8.5
Alfonso Ribeiro,19,3,8.0
Jonathan Bennett,19,3,8.0
Sadie Robertson,19,3,8.0
Lea Thompson,19,3,7.75
Antonio Sabato Jr.,19,3,7.25
Betsey Johnson,19,3,7.25
Michael Waltrip,19,3,7.0
Randy Couture,19,3,6.5
Lolo Jones,19,3,0.0
Tavis Smiley,19,3,0.0
Alfonso Ribeiro,19,4,10.0
Lea Thompson,19,4,9.75
Sadie Robertson,19,4,9.25
Janel Parrish,19,4,9.0
Bethany Mota,19,4,8.25
Antonio Sabato Jr.,19,4,7.25
Betsey Johnson,19,4,7.25
Tommy Chong,19,4,7.0
Michael Waltrip,19,4,6.25
Jonathan Bennett,19,4,6.0
Lolo Jones,19,4,0.0
Randy Couture,19,4,0.0
Tavis Smiley,19,4,0.0
Sadie Robertson,19,5,9.0
Alfonso Ribeiro,19,5,8.5
Lea Thompson,19,5,8.5
Janel Parrish,19,5,8.25
Bethany Mota,19,5,8.0
Antonio Sabato Jr.,19,5,7.0
Jonathan Bennett,19,5,6.0
Tommy Chong,19,5,5.75
Michael Waltrip,19,5,5.0
Betsey Johnson,19,5,0.0
Lolo Jones,19,5,0.0
Randy Couture,19,5,0.0
Tavis Smiley,19,5,0.0
Alfonso Ribeiro,19,6,9.75
Bethany Mota,19,6,9.0
Sadie Robertson,19,6,8.75
Janel Parrish,19,6,8.25
Jonathan Bennett,19,6,8.0
Lea Thompson,19,6,8.0
Michael Waltrip,19,6,7.5
Antonio Sabato Jr.,19,6,7.0
Tommy Chong,19,6,7.0
Betsey Johnson,19,6,0.0
Lolo Jones,19,6,0.0
Randy Couture,19,6,0.0
Tavis Smiley,19,6,0.0
Bethany Mota,19,7,9.375
Lea Thompson,19,7,8.75
Alfonso Ribeiro,19,7,8.5
Janel Parrish,19,7,8.375
Sadie Robertson,19,7,7.75
Tommy Chong,19,7,7.5
Antonio Sabato Jr.,19,7,7.375
Michael Waltrip,19,7,7.0
Betsey Johnson,19,7,0.0
Jonathan Bennett,19,7,0.0
Lolo Jones,19,7,0.0
Randy Couture,19,7,0.0
Tavis Smiley,19,7,0.0
Janel Parrish,19,8,10.75
Alfonso Ribeiro,19,8,10.25
Bethany Mota,19,8,10.0
Sadie Robertson,19,8,9.5
Lea Thompson,19,8,8.0
Tommy Chong,19,8,7.25
Michael Waltrip,19,8,6.25
Antonio Sabato Jr.,19,8,0.0
Betsey Johnson,19,8,0.0
Jonathan Bennett,19,8,0.0
Lolo Jones,19,8,0.0
Randy Couture,19,8,0.0
Tavis Smiley,19,8,0.0
Alfonso Ribeiro,19,9,9.625
Janel Parrish,19,9,9.625
Bethany Mota,19,9,9.25
Sadie Robertson,19,9,9.125
Lea Thompson,19,9,8.75
Tommy Chong,19,9,7.125
Antonio Sabato Jr.,19,9,0.0
Betsey Johnson,19,9,0.0
Jonathan Bennett,19,9,0.0
Lolo Jones,19,9,0.0
Michael Waltrip,19,9,0.0
Randy Couture,19,9,0.0
Tavis Smiley,19,9,0.0
Rumer Willis,20,1,8.0
Riker Lynch,20,1,7.75
Nastia Liukin,20,1,7.5
Robert Herjavec,20,1,7.0
Chris Soules,20,1,6.5
Michael Sam,20,1,6.5
Noah Galloway,20,1,6.5
Patti LaBelle,20,1,6.25
Suzanne Somers,20,1,6.25
Willow Shields,20,1,6.25
Charlotte McKinney,20,1,5.5
Redfoo,20,1,5.5
Riker Lynch,20,10,10.0
Rumer Willis,20,10,10.0
Noah Galloway,20,10,9.0
Charlotte McKinney,20,10,0.0
Chris Soules,20,10,0.0
Michael Sam,20,10,0.0
Nastia Liukin,20,10,0.0
Patti LaBelle,20,10,0.0
Redfoo,20,10,0.0
Robert Herjavec,20,10,0.0
Suzanne Somers,20,10,0.0
Willow Shields,20,10,0.0
Nastia Liukin,20,2,8.5
Riker Lynch,20,2,8.0
Rumer Willis,20,2,8.0
Willow Shields,20,2,8.0
Redfoo,20,2,7.75
Michael Sam,20,2,7.0
Patti LaBelle,20,2,7.0
Robert Herjavec,20,2,7.0
Suzanne Somers,20,2,7.0
Noah Galloway,20,2,6.75
Charlotte McKinney,20,2,6.5
Chris Soules,20,2,5.25
Nastia Liukin,20,3,8.5
Riker Lynch,20,3,8.5
Rumer Willis,20,3,8.25
Willow Shields,20,3,8.0
Noah Galloway,20,3,7.5
Robert Herjavec,20,3,7.25
Chris Soules,20,3,7.0
Suzanne Somers,20,3,6.25
Michael Sam,20,3,6.0
Charlotte McKinney,20,3,5.5
Patti LaBelle,20,3,5.5
Redfoo,20,3,0.0
Willow Shields,20,4,9.75
Nastia Liukin,20,4,9.0
Rumer Willis,20,4,8.75
Riker Lynch,20,4,8.5
Robert Herjavec,20,4,8.5
Noah Galloway,20,4,8.0
Michael Sam,20,4,7.5
Patti LaBelle,20,4,7.5
Suzanne Somers,20,4,7.0
Chris Soules,20,4,6.75
Charlotte McKinney,20,4,0.0
Redfoo,20,4,0.0
Rumer Willis,20,5,9.75
Nastia Liukin,20,5,9.5
Riker Lynch,20,5,9.5
Willow Shields,20,5,8.5
Noah Galloway,20,5,7.0
Suzanne Somers,20,5,7.0
Chris Soules,20,5,6.75
Patti LaBelle,20,5,6.75
Robert Herjavec,20,5,6.0
Charlotte McKinney,20,5,0.0
Michael Sam,20,5,0.0
Redfoo,20,5,0.0
Riker Lynch,20,6,9.5
Nastia Liukin,20,6,9.125
Willow Shields,20,6,9.125
Rumer Willis,20,6,8.875
Chris Soules,20,6,8.75
Noah Galloway,20,6,8.5
Patti LaBelle,20,6,8.5
Robert Herjavec,20,6,8.375
Charlotte McKinney,20,6,0.0
Michael Sam,20,6,0.0
Redfoo,20,6,0.0
Suzanne Somers,20,6,0.0
Nastia Liukin,20,7,10.25
Willow Shields,20,7,9.75
Noah Galloway,20,7,9.5
Riker Lynch,20,7,9.25
Rumer Willis,20,7,9.25
Chris Soules,20,7,7.75
Robert Herjavec,20,7,7.75
Charlotte McKinney,20,7,0.0
Michael Sam,20,7,0.0
Patti LaBelle,20,7,0.0
Redfoo,20,7,0.0
Suzanne Somers,20,7,0.0
Rumer Willis,20,8,10.0
Riker Lynch,20,8,9.75
Nastia Liukin,20,8,9.5
Chris Soules,20,8,8.0
Noah Galloway,20,8,7.875
Robert Herjavec,20,8,7.75
Charlotte McKinney,20,8,0.0
Michael Sam,20,8,0.0
Patti LaBelle,20,8,0.0
Redfoo,20,8,0.0
Suzanne Somers,20,8,0.0
Willow Shields,20,8,0.0
Nastia Liukin,20,9,10.0
Riker Lynch,20,9,10.0
